company,product,typename,inches,opsys,price_euros,resolution_width,resolution_height,aspect_ratio,resolution_type,touchscreen,cpu_manufacturer,cpu_model,cpu_clock_speed_GHz,ram_gb,storage_gb,storage_type,weight_kg,gpu_brand,gpu_model
MSI,GP62 7RDX,Gaming,15.6,Windows 10,1294.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,2.4,Nvidia GeForce GTX ,1050
Asus,Zenbook 3,Ultrabook,14.0,Windows 10,1135.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.1,Intel HD Graphics ,620
HP,Chromebook X360,2 in 1 Convertible,11.6,Chrome OS,495.0,1366,768,1.7786458333333333,Touchscreen ,Yes,Intel,Celeron Dual Core N3350,1.1,8.0,64.0,Flash Storage,1.4,Intel HD Graphics ,500
LG,Gram 15Z975,Ultrabook,15.6,Windows 10,2299.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 8550U,1.8,8.0,512.0,SSD,1.09,Intel HD Graphics ,620
Acer,Aspire VX5-591G,Gaming,15.6,Windows 10,1299.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,16.0,256.0,SSD,2.5,Nvidia GeForce GTX ,1050
MSI,GV62M 7RD,Gaming,15.6,Windows 10,997.9,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,256.0,SSD,2.2,Nvidia GeForce GTX ,1050
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,Windows 10,419.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3350,1.1,4.0,128.0,SSD,1.86,Intel HD Graphics ,500
Dell,Alienware 15,Gaming,15.6,Windows 10,2051.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,16.0,128.0,SSD,3.21,Nvidia GeForce GTX ,1060
HP,17-bs000nv I3,Notebook,17.3,Windows 10,699.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i3 6006U,2.0,4.0,256.0,SSD,2.5,AMD Radeon R,5
Lenovo,Yoga 730,2 in 1 Convertible,13.3,Windows 10,1499.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i7 8550U,1.8,8.0,512.0,SSD,1.19,Intel UHD Graphics ,620
Dell,Alienware 15,Gaming,15.6,Windows 10,2813.75,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7820HK,2.9,16.0,256.0,SSD,3.49,Nvidia GeForce GTX ,1070
HP,250 G6,Notebook,15.6,Windows 10,612.61,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,4.0,500.0,HDD,1.86,AMD Radeon ,520
Dell,Inspiron 3567,Notebook,15.6,Windows 10,545.67,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,1024.0,HDD,2.2,AMD Radeon R,5
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,Windows 10,569.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,AMD,A10-Series 9600P,2.4,6.0,2048.0,HDD,2.65,AMD Radeon R,7
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,Windows 10,318.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core 3855U,1.6,4.0,500.0,HDD,2.1,Intel HD Graphics ,510
Acer,Chromebook 14,Notebook,14.0,Chrome OS,375.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core 3855U,1.6,4.0,32.0,Flash Storage,1.45,Intel HD Graphics ,510
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Windows 10,699.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,256.0,SSD,1.7,Intel HD Graphics ,620
HP,ZBook 17,Workstation,17.3,Windows 10,1907.99,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,500.0,HDD,3.14,Nvidia Quadro M,1200
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Windows 10,2590.0,2560,1440,1.7777777777777777,Touchscreen ,Yes,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.42,Intel HD Graphics ,620
Toshiba,Satellite Pro,Notebook,13.3,Windows 10,973.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.5,Intel HD Graphics ,620
Acer,TravelMate B117-M,Netbook,11.6,Windows 10,269.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3050,1.6,4.0,32.0,Flash Storage,1.4,,
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Windows 10,1749.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 7500U,2.7,16.0,512.0,SSD,1.38,Intel HD Graphics ,620
Asus,Chromebook Flip,2 in 1 Convertible,12.5,Chrome OS,669.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core M M3-6Y30,0.9,4.0,64.0,Flash Storage,1.2,Intel HD Graphics ,515
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Windows 10,1877.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 6500U,2.5,16.0,512.0,SSD,1.36,Intel HD Graphics ,520
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,Windows 10,689.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7500U,2.7,4.0,500.0,HDD,2.1,AMD Radeon ,530
Dell,Inspiron 5577,Gaming,15.6,Windows 10,819.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,1024.0,HDD,2.56,Nvidia GeForce GTX ,1050
Lenovo,IdeaPad 320-15AST,Notebook,15.6,Windows 10,399.0,1920,1080,1.7777777777777777,Full HD ,No,AMD,A9-Series 9420,2.9,4.0,256.0,SSD,2.2,AMD Radeon ,530
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Windows 10,429.0,1366,768,1.7786458333333333,Other,No,AMD,A12-Series 9720P,3.6,8.0,1024.0,HDD,2.2,AMD Radeon R,7
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,621.45,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,4.0,1024.0,HDD,2.1,Intel HD Graphics ,620
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,No OS,450.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,500.0,HDD,1.9,Intel HD Graphics ,520
Dell,Vostro 5568,Notebook,15.6,Windows 10,795.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.18,Intel HD Graphics ,620
Acer,Spin 5,2 in 1 Convertible,13.3,Windows 10,999.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i5 8250U,1.6,8.0,256.0,SSD,1.6,Intel UHD Graphics ,620
Lenovo,ThinkPad P51s,Workstation,15.6,Windows 7,1855.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 6500U,2.5,16.0,512.0,SSD,2.18,Nvidia Quadro M,520
Lenovo,Thinkpad T460p,Notebook,14.0,Windows 10,1191.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 6300HQ,2.3,8.0,256.0,SSD,1.8,Intel HD Graphics ,520
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,Windows 10,655.01,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,AMD,A10-Series 9620P,2.5,6.0,2048.0,HDD,2.71,AMD Radeon ,530
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1249.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,128.0,SSD,2.5,Nvidia GeForce GTX ,1050
Dell,Latitude 5480,Notebook,14.0,Linux,1089.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7440HQ,2.8,8.0,256.0,SSD,1.64,Nvidia GeForce ,930
Dell,Vostro 5568,Notebook,15.6,Linux,726.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,1024.0,HDD,1.98,Intel HD Graphics ,620
Asus,VivoBook E403NA,Notebook,14.0,Windows 10,298.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Celeron Dual Core N3350,1.1,4.0,32.0,Flash Storage,1.5,Intel HD Graphics ,500
Dell,Latitude 5580,Notebook,15.6,Windows 10,1426.66,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300U,2.6,16.0,512.0,SSD,1.93,Intel HD Graphics ,620
Lenovo,Thinkpad E470,Notebook,14.0,Windows 10,857.07,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.87,Nvidia GeForce ,920
Dell,Latitude 5580,Notebook,15.6,Windows 10,1179.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300U,2.6,8.0,256.0,SSD,1.9,Intel HD Graphics ,620
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,Windows 10,298.0,1366,768,1.7786458333333333,Other,No,AMD,A6-Series 7310,2.0,4.0,500.0,HDD,2.19,AMD Radeon R,4
Mediacom,Smartbook 142,Notebook,14.0,Windows 10,265.0,1920,1200,1.6,IPS Panel Full HD ,No,Intel,Atom Z8350,1.92,4.0,32.0,HDD,1.4,Intel HD Graphics ,400
HP,ProBook 470,Notebook,17.3,Windows 10,1200.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,2.63,Nvidia GeForce ,930
Lenovo,ThinkPad X1,Ultrabook,14.0,Windows 10,1686.64,2560,1440,1.7777777777777777,IPS Panel Quad HD,No,Intel,Core i7 6500U,2.5,8.0,512.0,SSD,1.17,Intel HD Graphics ,520
HP,Pavilion X360,2 in 1 Convertible,13.3,Windows 10,836.6,1366,768,1.7786458333333333,IPS Panel Touchscreen ,Yes,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.58,Intel HD Graphics ,620
Lenovo,ThinkPad T470s,Ultrabook,14.0,Windows 10,1499.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.32,Intel HD Graphics ,620
Dell,Alienware 17,Gaming,17.3,Windows 10,3659.4,3840,2160,1.7777777777777777,K Ultra HD ,No,Intel,Core i7 7700HQ,2.8,32.0,1024.0,SSD,4.36,Nvidia GeForce GTX ,1070
MSI,GL72M 7REX,Gaming,17.3,Windows 10,1348.48,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,128.0,SSD,2.7,Nvidia GeForce GTX ,1050
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,No OS,489.9,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,4.0,1024.0,HDD,1.9,Intel HD Graphics ,620
Dell,Inspiron 5570,Notebook,15.6,Windows 10,719.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 8250U,1.6,8.0,128.0,SSD,2.2,AMD Radeon ,530
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Windows 10,649.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i3 7100U,2.4,4.0,1024.0,HDD,1.71,Intel HD Graphics ,620
Dell,Inspiron 5567,Notebook,15.6,Linux,589.52,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,8.0,1024.0,HDD,2.32,AMD Radeon R,7
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Windows 10,489.0,1920,1080,1.7777777777777777,Full HD ,No,AMD,A9-Series 9420,3.0,4.0,1024.0,HDD,2.1,AMD Radeon ,520
Acer,Predator 17,Gaming,17.3,Windows 10,1935.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 6700HQ,2.6,16.0,128.0,SSD,4.2,Nvidia GeForce GTX ,1060
Dell,Inspiron 3567,Notebook,15.6,Windows 10,649.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,12.0,1024.0,HDD,2.25,Intel HD Graphics ,620
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Windows 10,650.0,1920,1080,1.7777777777777777,Full HD ,No,AMD,A9-Series A9-9420,3.0,6.0,128.0,SSD,2.1,AMD Radeon ,520
Acer,Extensa EX2540-58KR,Notebook,15.6,Windows 10,559.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,4.0,500.0,HDD,2.4,Intel HD Graphics ,620
Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,960.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.44,Intel HD Graphics ,620
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,779.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,4.0,1024.0,HDD,1.85,Intel HD Graphics ,620
HP,ZBook 15,Workstation,15.6,Windows 10,2419.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,2.6,Nvidia Quadro M,2200
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Windows 10,659.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i5 8250U,1.6,8.0,1024.0,HDD,1.55,Intel UHD Graphics ,620
MSI,GS63VR 7RF,Gaming,15.6,Windows 10,2094.48,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,1.8,Nvidia GeForce GTX ,1060
Acer,Aspire ES1-572,Notebook,15.6,Windows 10,410.8,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,500.0,HDD,2.4,Intel HD Graphics ,520
Dell,Inspiron 7560,Notebook,15.6,Windows 10,1207.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,8.0,128.0,SSD,2.0,Nvidia GeForce ,940
Dell,Vostro 3568,Notebook,15.6,Windows 10,665.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,8.0,256.0,SSD,2.0,Intel HD Graphics ,520
Toshiba,Tecra X40-D-10G,Notebook,14.0,Windows 10,1535.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.25,Intel HD Graphics ,620
Lenovo,Flex 5,2 in 1 Convertible,14.0,Windows 10,999.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.7,Intel HD Graphics ,620
Lenovo,Thinkpad P51s,Workstation,15.6,Windows 10,3299.0,3840,2160,1.7777777777777777,IPS Panel ,No,Intel,Core i7 7600U,2.8,16.0,1024.0,SSD,2.5,Nvidia Quadro M,520
Acer,Chromebook 14,Notebook,14.0,Chrome OS,330.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3060,1.6,2.0,32.0,Flash Storage,1.68,Intel HD Graphics ,400
Samsung,Notebook 9,Ultrabook,13.3,Windows 10,1649.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,16.0,256.0,SSD,0.81,Intel HD Graphics ,620
HP,250 G6,Notebook,15.6,Windows 10,539.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 6006U,2.0,8.0,256.0,SSD,1.86,Intel HD Graphics ,520
Dell,Latitude 5480,Notebook,14.0,Windows 10,1126.71,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.6,Intel HD Graphics ,620
HP,Zbook 17,Workstation,17.3,Windows 7,4389.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Xeon E3-1535M v5,2.9,16.0,256.0,SSD,3.0,Nvidia Quadro M,2000
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Windows 10,475.0,1366,768,1.7786458333333333,Touchscreen ,Yes,Intel,Celeron Dual Core N3060,1.6,4.0,128.0,SSD,1.4,Intel HD Graphics ,400
HP,EliteBook 850,Notebook,15.6,Windows 10,1900.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 6300U,2.4,8.0,256.0,SSD,1.84,Intel HD Graphics ,520
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,No OS,579.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 6300HQ,2.3,4.0,1024.0,HDD,2.45,Nvidia GeForce GTX ,950
Lenovo,Thinkpad T460,Ultrabook,14.0,Windows 10,1096.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 6200U,2.3,4.0,180.0,SSD,1.7,Intel HD Graphics ,520
Asus,Pro P2540UA-XO0192R,Notebook,15.6,Windows 10,849.9,1366,768,1.7786458333333333,Other,No,Intel,Core i7 7500U,2.7,4.0,256.0,SSD,2.37,Intel HD Graphics ,620
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Windows 10,1199.0,3200,1800,1.7777777777777777,IPS Panel Quad HD,Yes,Intel,Core i5 6260U,1.8,8.0,256.0,SSD,1.3,Intel HD Graphics ,540
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,Windows 10,1099.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,128.0,SSD,2.2,Nvidia GeForce GTX ,1050
HP,ZBook 15,Workstation,15.6,Windows 7,1561.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 6700HQ,2.6,8.0,256.0,SSD,2.59,Nvidia Quadro M,1000
Dell,Alienware 17,Gaming,15.6,Windows 10,2868.99,3840,2160,1.7777777777777777,IPS Panel ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,4.42,Nvidia GeForce GTX ,1070
Acer,Aspire 3,Notebook,15.6,Windows 10,599.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,4.0,256.0,SSD,2.1,Intel HD Graphics ,620
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1048.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,128.0,SSD,2.5,Nvidia GeForce GTX ,1050
Dell,Latitude 7280,Ultrabook,12.5,Windows 10,1859.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7600U,2.8,16.0,256.0,SSD,1.18,Intel HD Graphics ,620
Google,Pixelbook (Core,Ultrabook,12.3,Chrome OS,1559.0,2400,1600,1.5,Touchscreen ,Yes,Intel,Core i5 7Y57,1.2,8.0,256.0,SSD,1.1,Intel HD Graphics ,615
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,Windows 10,1129.0,3200,1800,1.7777777777777777,IPS Panel Quad HD,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.2,Intel HD Graphics ,620
Dell,Latitude 3380,Notebook,13.3,Windows 10,849.0,1366,768,1.7786458333333333,Other,No,Intel,Core i3 6006U,2.0,4.0,500.0,HDD,1.65,Intel HD Graphics ,520
Acer,TravelMate P238-M,Notebook,13.3,Windows 10,655.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 6200U,2.3,4.0,128.0,SSD,1.6,Intel HD Graphics ,520
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,Windows 10,470.34,1366,768,1.7786458333333333,Other,No,Intel,Pentium Quad Core N4200,1.1,4.0,1024.0,HDD,2.8,Nvidia GeForce ,920
Dell,Inspiron 7559,Gaming,15.6,Windows 10,1099.0,3840,2160,1.7777777777777777,IPS Panel Touchscreen ,Yes,Intel,Core i7 6700HQ,2.6,16.0,128.0,SSD,2.72,Nvidia GeForce GTX ,960
Samsung,Notebook 9,Ultrabook,13.3,Windows 10,1599.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.31,Intel HD Graphics ,620
Acer,Aspire A315-31,Notebook,15.6,Linux,298.0,1366,768,1.7786458333333333,Other,No,Intel,Pentium Quad Core N4200,1.1,4.0,1024.0,HDD,2.1,Intel HD Graphics ,505
Dell,Inspiron 5567,Notebook,15.6,Windows 10,1181.27,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,16.0,256.0,SSD,2.3,AMD Radeon R,7
Samsung,Notebook 9,2 in 1 Convertible,15.0,Windows 10,1799.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 7500U,2.7,16.0,256.0,SSD,1.71,AMD Radeon ,540
Toshiba,Tecra A40-C-1E5,Notebook,14.0,Windows 10,1020.0,1366,768,1.7786458333333333,IPS Panel ,No,Intel,Core i5 6200U,2.3,4.0,128.0,SSD,1.75,Intel HD Graphics ,520
Dell,Inspiron 7567,Gaming,15.6,Windows 10,1099.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,1024.0,HDD,2.62,Nvidia GeForce GTX ,1050
HP,EliteBook 820,Ultrabook,12.5,Windows 10,1244.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 6200U,2.3,4.0,256.0,SSD,1.26,Intel HD Graphics ,520
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Windows 10,839.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i7 7500U,2.7,12.0,2048.0,HDD,2.3,Nvidia GeForce ,940
Lenovo,Thinkpad P50,Notebook,15.6,Windows 7,2370.0,3840,2160,1.7777777777777777,K Ultra HD ,No,Intel,Core i7 6820HQ,2.7,16.0,512.0,SSD,2.5,Nvidia Quadro M,2000
Acer,Swift 3,Notebook,14.0,Windows 10,636.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i3 7100U,2.4,4.0,128.0,SSD,1.8,Intel HD Graphics ,620
Razer,Blade Pro,Gaming,14.0,Windows 10,2899.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,512.0,SSD,1.95,Nvidia GeForce GTX ,1060
Asus,Vivobook Max,Notebook,15.6,Windows 10,581.9,1920,1080,1.7777777777777777,Other,No,Intel,Pentium Dual Core N4200,1.1,8.0,128.0,SSD,2.0,Intel HD Graphics ,505
Dell,Alienware 17,Gaming,17.3,Windows 10,3588.8,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,32.0,1024.0,SSD,4.42,Nvidia GeForce GTX ,1070
Asus,Rog G752VS-BA171T,Gaming,17.3,Windows 10,2350.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 6700HQ,2.6,16.0,256.0,SSD,4.3,Nvidia GeForce GTX ,1070
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,Windows 10,1764.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 6600U,2.6,16.0,512.0,SSD,1.47,Nvidia GeForce ,930
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,No OS,329.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Quad Core N3710,1.6,8.0,1024.0,HDD,2.2,Intel HD Graphics ,405
Lenovo,ThinkPad T470s,Ultrabook,14.0,Windows 10,2299.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7500U,2.7,16.0,512.0,SSD,1.7,Intel HD Graphics ,620
MSI,GS43VR 7RE,Gaming,14.0,Windows 10,1891.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,1.6,Nvidia GeForce GTX ,1060
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Windows 10,1089.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,128.0,SSD,2.2,Nvidia GeForce GTX ,1050
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,999.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,4.0,1024.0,HDD,2.4,Nvidia GeForce GTX ,1050
Acer,Predator G9-793,Gaming,17.3,Windows 10,2299.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,No,Intel,Core i7 7700HQ,2.8,16.0,256.0,SSD,4.2,Nvidia GeForce GTX ,1060
Dell,Inspiron 7567,Gaming,15.6,Windows 10,985.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7300HQ,2.5,8.0,256.0,SSD,2.62,Nvidia GeForce GTX ,1050
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Windows 10,1339.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,128.0,SSD,2.24,Nvidia GeForce GTX,1060
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,Windows 10,202.9,1920,1080,1.7777777777777777,Other,No,Intel,Celeron Dual Core N3350,1.1,4.0,32.0,Flash Storage,1.22,Intel HD Graphics ,500
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Windows 10,1970.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i7 7500U,2.7,8.0,512.0,SSD,1.37,Intel HD Graphics ,620
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Windows 10,959.0,1920,1080,1.7777777777777777,Full HD ,Yes,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.08,AMD Radeon R,7
Apple,"MacBook 12""",Ultrabook,12.0,Mac OS X,1165.0,2304,1440,1.6,IPS Panel Retina Display ,No,Intel,Core M,1.2,8.0,512.0,Flash Storage,0.92,Intel HD Graphics ,5300
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Windows 10,2330.0,2560,1440,1.7777777777777777,IPS Panel Touchscreen ,Yes,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,1.42,Intel HD Graphics ,620
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,Windows 10,299.0,1366,768,1.7786458333333333,Other,No,Intel,Celeron Dual Core N3350,1.1,4.0,32.0,Flash Storage,1.63,Intel HD Graphics ,500
Dell,Latitude 3580,Notebook,15.6,Windows 10,810.0,1366,768,1.7786458333333333,Other,No,Intel,Core i5 7200U,2.5,8.0,128.0,SSD,1.95,Intel HD Graphics ,620
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Windows 10,1349.0,1920,1080,1.7777777777777777,IPS Panel Full HD ,Yes,Intel,Core i7 7500U,2.7,8.0,256.0,SSD,1.38,Intel HD Graphics ,620
Dell,Vostro 5568,Notebook,15.6,Windows 10,739.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i3 6006U,2.0,8.0,256.0,SSD,2.0,AMD Radeon R,5
HP,ZBook 17,Workstation,15.6,Windows 10,2064.9,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i7 7700HQ,2.8,8.0,256.0,SSD,3.14,Nvidia Quadro M,2200
Asus,Pro P2540UA-XS51,Notebook,15.6,Windows 10,1099.0,1920,1080,1.7777777777777777,Full HD ,No,Intel,Core i5 7200U,2.5,8.0,256.0,SSD,2.37,Intel HD Graphics ,620
